A2301 A2402 A2407 A6802 A0204 A0203 A0211 A0207 A0206 A0201 A0205 A0202 A3601 A0101 A2501 A2601 A3401 A6601 A0301 A3402 A1101 A1102 A3201 A3002 A3001 A2902 A7401 A6801 A3101 A3303 A3301 B4601 B1517 B5801 B5802 B5703 B5701 B4201 B0801 B0704 B0702 B1402 B5501 B5601 B5502 B5401 B5301 B3503 B3501 B3507 B5201 B5101 B5001 B4901 B1510 B1503 B1502 B1501 B4403 B4402 B3701 B4501 B3802 B3801 B1301 B1302 B2705 B1801 B4001 B4002 B4006 C0701 C0702 C1701 C0801 C1502 C1202 C0202 C0302 C0303 C0304 C0704 C0802 C0501 C0403 C0401 C1203 C0602 C0102 C1601 C1402 C1403 G0101 G0103 G0104
A0205 29.6890333288236 31.1753396132263 31.7101923677546 15.4973158966319 15.5776731253419 13.9341738183503 14.2303794749121 12.7194850524697 7.97893476599477 9.75481419607775 0 5.61186243594762 29.3828453353313 32.1737781430779 28.6421018781793 23.9591047412043 21.8243854438103 23.6012351371703 26.8200894853093 27.5448815571968 26.9655502447104 26.9655502447104 27.8933630098631 29.0176670323443 24.7511514883651 25.4142676463439 21.9329318605607 22.9727664855585 23.8148609065852 25.2595308745036 26.2212509236306 28.0552579742194 31.021608597879 28.1231310490137 30.6822342732729 29.1056936010809 30.091302730191 33.9292911803356 35.3697186870351 36.4293933520722 36.4014793655423 36.8105623428928 34.4914815570453 33.6445537940392 32.4333054128006 31.7074470747804 33.8336297195556 31.9755515980569 32.4252771769186 32.4252771769186 36.7436511522739 36.6249450511533 36.7864336406779 38.0336377434502 34.6477906943574 35.5298846043721 34.1338644164413 32.8977400439605 36.5965681451144 38.4121907732428 34.2336574148892 38.3712952609109 32.4322015903947 33.6319282825115 31.3067165317604 32.3708912450677 32.9747676261714 33.2265059854328 33.8872852261729 34.1270772261558 34.4986535969159 30.357926477281 30.8670471538824 30.4868381436973 26.4498960300414 29.1891555205011 28.2449747742851 28.728054232753 29.9174881967053 29.2746340711545 29.2746340711545 31.8406422673915 31.8073859347165 31.944611439177 31.3697417904579 32.3189789442674 31.1555998176893 33.1520708252139 34.4286029341883 31.2377848126271 34.8427252091452 34.8427252091452 29.6697876635476 29.831476664758 30.0449679647025
A0202 30.9625596487112 32.3904800828886 32.9055876713971 16.4821054480306 14.5317204762547 12.7541444244606 13.0771059489476 11.4145652567235 9.75481419607775 7.97893476599477 5.61186243594762 0 28.8419590180695 31.6805776462488 29.186692172975 24.6075537183199 22.5343471172342 24.259251843369 26.226402727023 28.1107363830975 27.5433095324436 27.5433095324436 27.3230067891512 30.3194063266417 26.2652032164231 26.6351196730933 21.2028417906657 23.6482768928309 25.113585964573 26.4875159273194 27.4061781355956 28.6110206039561 31.5251201425149 28.6775783496445 31.1912247274774 29.641767828522 30.6101208752922 34.3902573412878 36.7751818486326 36.8591060662084 36.8315177531418 37.235876517144 34.9450325511366 34.1093682146122 32.9152289981401 32.2002360239797 34.2958816769594 32.4642711299669 32.9073183349844 32.9073183349844 37.169730964859 37.052389936413 37.7152581855142 38.9327188878455 35.0993219307724 35.9703447300689 34.5921045904987 33.3729576154107 37.0243406423396 38.8199613601044 35.2298495597129 39.2626450968347 32.914141337729 34.0969148164464 31.8057148952826 32.8537303817999 34.0078564452392 34.2520028611467 34.8933675646246 35.1262921470513 35.4874076258044 31.9843821262816 32.468008870271 30.9990370818192 27.0386760030886 29.7237245310879 28.7970762404797 29.2710454203467 30.4392690451003 29.8076701538379 29.8076701538379 33.394962194918 32.298650126592 32.4337971875018 31.8677532938863 33.4926529256791 31.6569802729193 34.6476088641049 33.9681571475404 31.7378669730655 35.9340632269717 35.9340632269717 30.9441060623829 31.0991704069417 31.3040173140765
A3601 34.1411935936634 31.6283353972352 32.155654246182 28.6033634385888 26.1449784853612 29.2020341757214 30.07097105183 30.3269137895698 29.7419871562073 29.2077523955542 29.3828453353313 28.8419590180695 0 13.1072651609708 30.4091532272768 26.5975844767904 27.7412328493166 28.137535428676 21.032684089293 23.0362562062502 17.254926832647 17.254926832647 24.8151707630635 25.745426778362 25.7537007049472 25.6930457517204 21.1934541781183 22.5509600682543 25.1056607162608 26.2125256318425 27.1404974162229 33.740795781961 33.9997147046854 34.5441934339188 32.4640555075918 32.0241658751637 30.8712050299304 32.364174638016 34.8847244506819 33.2862869662568 32.8436828020245 36.6311875319379 36.0325394608817 36.7593933573447 35.6541203789969 34.9951310899102 37.327811347573 38.4491339304281 36.2116693898528 36.2116693898528 38.5499792477246 38.2097867044557 41.9953009276038 42.9614455064072 38.9864848376973 38.3908205174101 36.4937734415064 36.1250647058244 39.2859338695162 37.0445623540082 37.4188789249491 41.0616938277027 39.215661412247 40.2135176277828 37.7925111629275 36.6843645167802 35.4048089953893 38.2596981169481 40.4847242796589 38.6740921031121 38.5450243222131 36.2393004899377 37.4570073550998 37.606335902345 35.8915366068381 35.423418807337 33.8987079399791 34.1380945572538 35.1443210206144 35.7543479873427 35.7543479873427 36.5121171667708 34.9003295113384 34.8646812691583 34.3387317762319 35.8518144589643 31.4218427212664 34.2693624101762 30.3204139153805 27.6718701933931 30.5063780216531 30.5063780216531 27.9599016450344 28.1314201561172 28.3577132364371
A0101 33.116160707425 30.5190202988235 31.0651750357213 31.4635153789274 29.2465433855011 32.0087363074521 32.8034098837301 33.0381915364628 32.5020953170715 32.0139532079373 32.1737781430779 31.6805776462488 13.1072651609708 0 31.5223349388969 27.8634617375516 30.6818578316242 29.3370397279616 24.782538207375 26.50414118586 19.1487205838928 19.1487205838928 28.0640891532221 28.8899186568602 28.8972922606946 28.8432487767935 24.9191271917778 26.0834468581129 28.3212746888271 29.306942863424 30.1397909747231 37.1366355503565 37.3720349994484 37.8680564592375 35.9805961595969 35.584204360924 34.5502489137198 34.9176201938219 37.2658610527115 34.8671636357189 34.4448791549629 38.9055818617329 38.342460797398 39.8991403416164 37.987059638777 37.3692333343889 40.4234325608304 41.4611179299353 39.3950936031379 39.3950936031379 41.5546543722842 41.2392555703907 44.7693388380932 45.6768453376544 41.9599142039161 41.4070465017731 39.6545571151665 39.3155020316414 39.6687584882613 37.45030573974 39.6481134481831 41.428112435881 41.3481378057102 42.2957137308262 39.1920412839138 38.1245957355616 36.8950226995458 40.4426124279824 41.7941993582842 40.0428220783701 39.9181800687356 38.5368304353121 39.6841000905904 39.0125454181088 38.2099829887426 37.770610267773 36.3445016474294 35.6812513794009 38.4162947198191 38.9751433608653 38.9751433608653 38.7934930110708 37.2804694176455 37.2470992159121 36.7552567668898 38.1726734720009 34.0460364800368 36.690456524824 33.0322251748198 30.619157401862 33.2030043821338 33.2030043821338 30.8797101670336 31.0350962621352 31.2403633141486
A2501 30.7512812741193 32.188575613096 32.7068631941371 25.4454750397787 32.1229092704879 26.6062511451726 30.5866686646323 30.8383316669368 29.2041229965907 29.7384229575141 28.6421018781793 29.186692172975 30.4091532272768 31.5223349388969 0 14.7405936108421 20.2814003461299 18.1829783038973 27.3160685311778 25.6490214238282 28.5657574728905 28.5657574728905 21.5340126311842 25.3542264721289 30.9462711808709 30.1778627473849 27.580788603664 26.5025621402913 29.0997250846121 28.1067909943487 28.9741574510804 30.7983002777751 24.0601704067116 29.6357537444216 32.7654467389047 32.2381792289825 31.5095842562227 34.602418990585 36.0159353620033 32.480845124473 32.4495346653846 34.5769590912793 31.4741338244597 35.7391773828106 33.5911312700242 32.8908345895935 30.4854899911417 35.4470266736154 33.0066781121639 33.0066781121639 32.1148081109011 31.2924399815674 36.5943424589102 34.3375916453091 33.67406717342 33.364221855155 30.4577888232222 30.5460292018455 35.5518353956585 37.418185418323 37.2462387362805 41.6382816648334 33.8471727031963 32.6553548441906 31.4611903779879 32.8853280354629 31.7181982464326 33.4359462255818 35.3054939067562 35.5357172433595 35.5999087077481 33.4731907651482 34.7878570768594 34.3759668954926 33.1011178058989 33.3529159145044 29.8383712692231 30.7842995697482 32.5037520911048 33.1623883337735 33.1623883337735 38.0470090808726 35.7624803390369 37.1696623605865 36.676781483658 37.4918924569033 32.6070728523736 35.8537306287644 37.4698291963014 35.1172265419694 36.1464424252235 36.1464424252235 36.492159431856 36.6237409339898 36.7978464043753
A2601 33.3863864471733 34.7147504672005 35.1958577108159 20.0285021906282 28.0276649045189 21.4839777508729 26.2528665101547 26.5456474775056 24.628225677056 25.2595031621764 23.9591047412043 24.6075537183199 26.5975844767904 27.8634617375516 14.7405936108421 0 12.8453843850622 9.18092587923462 22.3570190320624 20.2864733258396 23.8677858210601 23.8677858210601 26.0959537093397 23.4550783413742 26.6709654868361 26.3328369151522 22.6796957651552 21.3554325641041 24.50434043185 23.3165263279074 24.3550918700792 26.6555435134983 27.3477841881203 32.3618200971453 35.2503049632198 34.7607494165474 34.0861174087047 33.52880403474 34.9857242314633 31.3346230231034 31.3021660592362 33.5025282628043 30.2898398807257 34.7007507123405 32.4841099616413 31.7594127779466 33.1417350179498 34.3997819760533 31.8793679360178 31.8793679360178 34.6463620023806 33.8854880442941 35.5808825073241 36.71620486924 32.5698649060754 32.2494123977476 29.2323485200899 29.3242766321695 35.6990854224586 37.5581189624827 36.136153641471 40.7504576661416 34.0018058343965 35.1479970979855 31.6274912062275 33.0444624710404 30.4069630183614 32.3236105656531 34.2539224031351 34.4911655355397 34.5572973480277 29.7058445427832 31.1797642710781 28.9581422056043 29.2859471419314 27.7359676232866 25.5403817512581 24.5873951446671 28.6090300429777 29.3551818253609 29.3551818253609 34.7786946276021 32.2635661389128 32.2250011636928 31.6552238974865 32.5961485454954 28.7263624568096 30.6978321710182 34.1463145888396 31.5468270987749 32.6886524653434 32.6886524653434 33.3197569018743 33.4638147855262 33.6542716456619
A3401 34.0368520871129 35.3407753169055 34.8616680610667 17.1670207083233 26.2262292371587 19.0742339295711 24.3203227774633 24.6360812630581 22.5569191158722 23.2445176331969 21.8243854438103 22.5343471172342 27.7412328493166 30.6818578316242 20.2814003461299 12.8453843850622 0 8.98412488782296 19.8343641188721 17.4673037415624 23.7927783161194 23.7927783161194 27.7882978967766 25.545387059115 24.5948388894906 26.2353540094278 21.7991582406294 18.6981335966989 23.6917158517487 22.4609683673701 23.5373150550355 22.2792885882831 27.1484327356111 32.1935319590753 35.0958701274096 34.604129811339 33.9263835384793 34.6021473322105 36.209973764144 33.4521254930087 33.421724970444 34.7790267258875 31.4738351651018 34.7617893670622 33.5908514330911 32.8905487944485 33.5839738565882 34.6643664300965 32.1646918219342 32.1646918219342 35.0696321623139 34.3181438892024 35.8367478993281 37.1158780038948 32.8491917708792 32.5314908972829 29.5432479595592 29.634211648026 36.1100180005494 37.9489262035173 37.0572840343164 40.9740539854186 35.4191967723719 36.5209309848476 34.0991656789429 35.4173883848033 32.421460485302 33.6448673648745 36.3943773129861 36.6177552561595 36.6800531624478 28.2089258923483 28.7561193487577 27.7237136762015 26.6908860849542 26.340569469926 22.5177219096426 23.1207763710478 24.5830286986775 25.4475028244423 25.4475028244423 32.6235237213885 29.9278198337266 30.0736229942453 29.4622690911613 30.4709861999903 26.0756706529286 28.4311273079349 31.9485132674433 29.1537133140874 30.3856002079933 30.3856002079933 33.3614882761546 33.5053667343009 33.6955887320581
A6601 35.2025822916445 36.4648447137788 36.0006999931946 17.8003230307767 27.7223664213573 21.0841385880477 25.9266773806441 26.2231005031823 24.2802203449639 24.9203150060347 23.6012351371703 24.259251843369 28.137535428676 29.3370397279616 18.1829783038973 9.18092587923462 8.98412488782296 0 20.3849675005873 18.0900967382709 22.0313821627242 22.0313821627242 28.183938688551 25.9752131848807 25.0409864022965 26.6540559765301 22.3013048945572 19.281211061549 24.1545502959587 22.9486383038297 24.003126879638 25.4159241421594 28.7762106608914 33.5776175450254 36.3696714310151 35.8953854973031 35.2424800489409 34.208877502777 35.8343536288852 32.061272588592 32.029551979383 34.3877798062044 31.0409568151499 35.3582903998482 33.1855992864375 32.4765592389342 34.2010233765015 35.2625155086814 32.8084455590325 32.8084455590325 35.6609842825461 34.9222235832714 36.4156449894822 37.6751257463064 33.4797864389843 33.1681262660404 30.2428537013292 30.3317193709819 36.6846030372417 38.4960738257812 36.6903393279484 41.4813186868499 35.0350995431724 36.1485421559432 32.7358152487455 34.106772054828 30.9843767082702 33.240273765419 35.12023917914 35.3516689846462 35.4161940360621 28.5987482243542 30.1268800243238 28.0225016727629 28.162348978734 26.7576250814604 24.2438095191329 23.4782154347386 27.4577457195597 28.2343390218365 28.2343390218365 33.8379786630348 31.247222276548 31.3868969476118 30.8016200872616 31.7678375090279 27.5799764321872 29.816832494415 33.1876784364318 30.5066140369593 31.6859464116191 31.6859464116191 33.6917467638589 33.8342208422183 34.0226042507037
A0301 33.1206627349152 35.1495490724988 34.6677991802191 24.6343053484364 21.75604973335 23.3206732321346 26.3444320492965 26.636206561746 25.9682806515949 25.3546563770839 26.8200894853093 26.226402727023 21.032684089293 24.782538207375 27.3160685311778 22.3570190320624 19.8343641188721 20.3849675005873 0 9.39655788041557 16.8442779601858 16.8442779601858 23.1498272131781 20.1974503341387 18.9809457087891 21.9986181384195 15.4573057160684 17.2407192425374 20.495365329752 21.8371770153562 22.9428071516979 28.4730205633333 30.4675007179782 33.6223125320077 31.4813198579729 31.0275007050197 29.8360503418264 35.8103420815831 38.2901841207378 34.3226907453364 34.5847292890952 32.764250334778 31.8595527275572 35.1114055543209 33.9525271518925 33.259840649047 36.0612271005855 37.069490150257 34.7432899996532 34.7432899996532 34.7976019288686 34.6722338478501 38.4336063881598 39.6290045295109 35.3779338006051 34.4585533648759 32.3315990943844 32.9356478606388 37.8553483671726 40.1911109575239 40.1524880922714 43.7932997158241 38.1197835775598 39.1455846807785 36.3031224552379 35.1480497325243 33.5465572004043 36.6362102297713 38.954079375593 37.0687577347825 36.9340804677739 32.3101795104886 33.6702866040668 32.1176540239165 31.2304787027032 29.5317761064247 28.6599720865182 29.1361716771439 29.0033635980381 29.73962340044 29.73962340044 37.6454313297112 34.9973370415522 35.1221013038799 34.6000650288406 36.1021966090708 25.6827529677019 29.2898651413761 30.432024250779 28.2873682056143 30.6173104632004 30.6173104632004 32.1559559024452 32.3052039151589 32.5024506768336
A3402 32.3482178798153 34.4226625931231 33.9305938645347 22.771774195262 23.9940617653619 25.4213119252331 28.2208858826225 28.4934518793354 26.7161917196295 27.2992289268397 27.5448815571968 28.1107363830975 23.0362562062502 26.50414118586 25.6490214238282 20.2864733258396 17.4673037415624 18.0900967382709 9.39655788041557 0 17.5795051124882 17.5795051124882 24.9841910015113 19.6849663449039 18.4346738511968 21.6828111646069 18.0893228176181 14.4550025942578 20.3302164277708 18.881615396994 20.1500744415498 27.6740383753438 29.7221819522053 34.2032630022342 32.1010404815794 31.6561068358066 30.489230885675 34.5555393533367 36.1654379207552 33.0113889438175 33.2837527932173 31.3879084999303 30.4423356528372 33.8306887307959 32.6263513130108 31.904885205874 34.8154678268151 35.8587757738604 33.4484812809192 33.4484812809192 34.1469266552643 33.3746685376799 37.3440169237322 38.573196652598 34.1072265070029 33.8013520439642 30.936014610806 32.2474247033775 37.258111868424 39.6290915868633 39.110814361248 42.8402450973381 36.9435055185617 38.0010723532902 35.6799131164861 34.5039838279582 32.2924913873179 34.8742111021884 37.879464093358 35.9378115638668 35.7988798707446 30.4825064586231 31.9205842678357 31.4115138126134 30.5038079590073 28.762220011675 27.8663506760394 28.3558812241835 28.2194011275931 28.9755880009362 28.9755880009362 36.0889733852322 34.3504454119594 34.4775506670645 33.9456035444945 34.824699567979 24.7940174235641 27.2604420360346 30.7283842725256 27.4829892842827 29.1000137457012 29.1000137457012 31.3597576521248 31.5127767738738 31.7149523095968
A1101 33.2731573494311 31.1221866198376 30.5770502174425 24.7925936521373 24.3348474414778 27.9201378936423 28.5111942927686 28.7810111010715 27.0226701123335 27.5992336850138 26.9655502447104 27.5433095324436 17.254926832647 19.1487205838928 28.5657574728905 23.8677858210601 23.7927783161194 22.0313821627242 16.8442779601858 17.5795051124882 0 0 25.5885443118596 24.5826951329589 19.8965976991042 22.533546103532 18.9152689645165 17.4661415315461 21.068495437501 22.3759647836691 23.4562123967191 32.4390998642071 34.8984283313733 35.4290982103694 33.4041105255027 32.9767630309586 31.8582956229614 32.3612221648071 34.07495121053 32.306773283632 32.3883775450392 35.9755444712099 35.1535887214947 36.8452425694281 34.7656036910047 34.0894426472478 37.7514661966923 38.7157358189148 36.4946201514689 36.4946201514689 38.7363498538517 38.6237685887848 41.5820610359804 42.6893862687202 39.2585009902314 38.432064737664 36.5371591670726 36.4189401273568 39.4688294733958 38.0668031229311 36.5976010142742 41.3993140039784 38.8457333564447 39.8528530973631 36.190214146921 35.0314187551689 32.8554470369831 36.8833160114434 38.3605161591968 36.444501642909 36.3075088652472 32.7138869595161 34.0578757411557 34.4707006021055 33.3918837444071 33.0585767993724 31.5291658627373 30.9443468181185 33.6277682875329 34.2648055590572 34.2648055590572 33.9473739779677 33.7901657290994 33.9193705719903 33.3785290269059 34.2721738440969 28.849577119951 30.9949431359375 30.1007607877276 24.8858373377309 28.4364730583805 28.4364730583805 27.2093403080633 27.385560063654 27.6179651676223
A1102 33.2731573494311 31.1221866198376 30.5770502174425 24.7925936521373 24.3348474414778 27.9201378936423 28.5111942927686 28.7810111010715 27.0226701123335 27.5992336850138 26.9655502447104 27.5433095324436 17.254926832647 19.1487205838928 28.5657574728905 23.8677858210601 23.7927783161194 22.0313821627242 16.8442779601858 17.5795051124882 0 0 25.5885443118596 24.5826951329589 19.8965976991042 22.533546103532 18.9152689645165 17.4661415315461 21.068495437501 22.3759647836691 23.4562123967191 32.4390998642071 34.8984283313733 35.4290982103694 33.4041105255027 32.9767630309586 31.8582956229614 32.3612221648071 34.07495121053 32.306773283632 32.3883775450392 35.9755444712099 35.1535887214947 36.8452425694281 34.7656036910047 34.0894426472478 37.7514661966923 38.7157358189148 36.4946201514689 36.4946201514689 38.7363498538517 38.6237685887848 41.5820610359804 42.6893862687202 39.2585009902314 38.432064737664 36.5371591670726 36.4189401273568 39.4688294733958 38.0668031229311 36.5976010142742 41.3993140039784 38.8457333564447 39.8528530973631 36.190214146921 35.0314187551689 32.8554470369831 36.8833160114434 38.3605161591968 36.444501642909 36.3075088652472 32.7138869595161 34.0578757411557 34.4707006021055 33.3918837444071 33.0585767993724 31.5291658627373 30.9443468181185 33.6277682875329 34.2648055590572 34.2648055590572 33.9473739779677 33.7901657290994 33.9193705719903 33.3785290269059 34.2721738440969 28.849577119951 30.9949431359375 30.1007607877276 24.8858373377309 28.4364730583805 28.4364730583805 27.2093403080633 27.385560063654 27.6179651676223
A3201 24.9157379983014 27.5555166890407 28.1592080854558 27.0710269476428 23.5387680221374 29.632116022991 27.4363189950839 27.7166015232748 27.0753411797525 26.4873762385027 27.8933630098631 27.3230067891512 24.8151707630635 28.0640891532221 21.5340126311842 26.0959537093397 27.7882978967766 28.183938688551 23.1498272131781 24.9841910015113 25.5885443118596 25.5885443118596 0 23.3442862388208 24.7138989234803 23.4324539901394 17.2332875563544 22.1977273611512 21.8659072530732 23.1283419206825 24.174993278179 34.5986531529769 27.3851583891713 26.2599162222578 24.4905287815515 23.6469046600184 22.6435377094658 33.4872498124286 35.9321596901717 36.3127801194015 36.5605579826129 34.5521374157953 33.6081746008319 32.7384040539547 31.4923228739958 30.7442563741587 29.4681013979523 34.5759396112383 32.0693732398998 32.0693732398998 32.5257805440546 32.391620830085 39.3434492641405 37.2536078789692 36.7210116963027 35.8361046990322 33.7959583382392 34.374283992543 34.0514625236567 36.6305896758433 37.888729194841 41.3899987919787 33.9635539954228 32.7759683304704 31.9111547895089 31.0720211766148 31.44547980235 34.1110011579842 36.2311909823566 34.6276580207209 34.4831147085062 35.5728969863294 36.8126540743805 38.544888117622 34.7388154662763 36.7744490101483 34.7526675235154 36.4575204861768 35.0363953625369 35.6482692426996 35.6482692426996 40.4803878439918 39.8132879827828 41.0819510247505 40.6365500504164 41.9229447916055 33.09904681407 37.2521100073539 36.9059778355756 32.729920562079 37.0589098598434 37.0589098598434 32.908226934917 33.0540784170426 33.2468825606251
A3002 27.3233288601517 29.7502403351637 30.3102507412921 28.2281030180917 26.5474650390579 27.7787400722207 30.4215597890706 30.6745774217022 28.2322404353604 29.5685779164301 29.0176670323443 30.3194063266417 25.745426778362 28.8899186568602 25.3542264721289 23.4550783413742 25.545387059115 25.9752131848807 20.1974503341387 19.6849663449039 24.5826951329589 24.5826951329589 23.3442862388208 0 18.967295537319 22.8904608953162 23.3065677438785 24.4965834352466 22.2346261493194 23.4772421719417 24.5089983475457 32.0363933675437 29.2899539091478 32.2509953334777 30.0123357971352 28.6624737243665 28.2817379239678 34.2828616075146 33.8972742266985 32.6085648258245 32.8842652343032 30.2747601146565 29.7889123668522 33.2985975680658 32.074287209539 31.3401148689662 34.912927405189 34.8830144912965 33.7169393628781 33.7169393628781 32.785678275735 32.6525864212929 35.0214434311323 36.1743279135909 33.5087481115007 33.368999085978 31.1677798375181 31.7939475372279 37.0039214138177 39.3902043660603 37.0095947019148 40.8760333202721 35.8968675513616 36.9843750792142 34.1852848459684 32.9560677265963 31.5342242650743 34.1026729157701 35.8798759752594 33.8236307926869 33.6759780852761 32.9382498017123 34.2734416130041 33.9542736632666 33.0369853346215 31.6969967031578 32.2026644860328 32.4545636236262 32.5086557704252 32.3295932544781 32.3295932544781 37.0283796566903 36.8428826233779 36.8091157187999 36.3113412035413 35.4691105047758 29.584141021838 29.4323767303967 34.5774478526105 32.2051145006504 31.4066473855456 31.4066473855456 29.949375619535 30.1095632648499 30.3210966160527
A3001 28.6987943997653 31.0182736463524 30.4712782797178 22.3640626899497 21.8028071587124 28.1294632014193 26.3830589583543 26.6744109588197 23.8254884524956 25.3947888355072 24.7511514883651 26.2652032164231 25.7537007049472 28.8972922606946 30.9462711808709 26.6709654868361 24.5948388894906 25.0409864022965 18.9809457087891 18.4346738511968 19.8965976991042 19.8965976991042 24.7138989234803 18.967295537319 0 19.206511916535 17.7141355984423 17.418613607288 16.277994348199 17.9380991189145 19.2687700697268 31.597632822729 33.7575132377964 32.7533387611095 30.5515106009506 29.2265615493852 28.8532701786123 34.261738134543 34.0824104194524 36.206137601241 36.4546403081967 34.3243412172761 33.6889477425461 33.2768493099933 32.0517082228077 31.3170065619305 35.2524240301288 35.0629462538447 33.9030603338401 33.9030603338401 36.7115159044134 36.5927055572555 38.5759095809807 39.767030314068 37.2080031713609 37.0821978852387 35.114524060565 35.6714788030998 37.3244035451338 39.6914235068484 36.9128026570728 41.0296916878497 36.2271445189929 37.3050251306711 34.5319359434133 33.3155114023483 31.3423196333647 34.2867000453529 36.0548332404963 34.0091678816168 33.8623241966643 29.9371775556748 31.4002404449393 33.7076845837859 31.0610447345224 31.432704306184 31.7662005911944 32.1964904919775 32.0763557780493 31.8948663580834 31.8948663580834 34.3861483740183 36.4620062530849 36.5817755173256 36.0808647346485 35.233125038804 29.1084403567075 29.1475573590653 34.1713300882479 29.1286062145102 30.9589631609329 30.9589631609329 27.3057283367428 27.4813300260377 27.7129319993392
A2902 29.7272888101152 31.9722410850413 31.4418463198331 25.0250834164444 22.7366774177759 28.9990551570219 26.7513457605407 27.0387296299216 24.5136574178559 25.777199227224 25.4142676463439 26.6351196730933 25.6930457517204 28.8432487767935 30.1778627473849 26.3328369151522 26.2353540094278 26.6540559765301 21.9986181384195 21.6828111646069 22.533546103532 22.533546103532 23.4324539901394 22.8904608953162 19.206511916535 0 19.5563212286974 18.4030866976168 18.9693384175622 20.238218795141 21.4265162824011 33.4615256675484 33.3972843207348 30.2561778815501 28.7339363819161 28.4797963475865 27.1768817195792 34.6573715102574 34.9622081682493 37.0443774411178 37.2872940825692 35.8834376837003 34.7742275255684 33.9343572209641 32.73383417811 32.01479033197 34.325304077313 35.5414813985011 33.1080956867048 33.1080956867048 37.7844293327291 37.2175254416518 39.780908737735 40.7995245070331 37.6315559072436 37.2254926092322 34.7831582809842 35.8204173621693 36.6694886792821 39.0761999175969 38.2342189667842 41.8060486054351 36.4819448494731 37.5525125657392 35.0648071433453 34.3029065823874 31.5763851635997 33.7386262316651 36.7057611281935 35.1239006945413 34.9814079190647 32.0234742025284 33.3952601427208 36.4591428862501 33.9920843726889 34.2030875799247 33.6207495454816 33.8621012342707 33.9139484578248 34.5457088507386 34.5457088507386 37.3996483940692 39.1634319231601 39.131667482999 38.6638060723463 38.2907612878094 31.9085223725574 32.2904908603136 37.1442552758835 31.5254595525585 34.0743026340965 34.0743026340965 30.7887333289306 30.9445762614388 31.1504398042788
A7401 29.6772640248389 31.9257341340806 32.4482202901792 20.8771238440548 16.0339452412686 24.1055201146957 21.3486627215852 21.7076898816986 20.8827177350076 20.114544489001 21.9329318605607 21.2028417906657 21.1934541781183 24.9191271917778 27.580788603664 22.6796957651552 21.7991582406294 22.3013048945572 15.4573057160684 18.0893228176181 18.9152689645165 18.9152689645165 17.2332875563544 23.3065677438785 17.7141355984423 19.5563212286974 0 13.9911722167944 13.4585177489945 15.4251093999362 16.9541764766089 30.4653114213526 31.7788121238035 30.8144316838718 29.3211868791152 28.6203092226482 27.7970466057097 33.5849713413604 36.0232494369955 36.4029174654999 36.6500859480575 34.6468555571786 33.7055455377895 32.8383541000459 31.5962149631882 30.8506677399372 33.5904004144041 34.6705927264014 32.1714018967157 32.1714018967157 36.3025123097562 36.1823589612397 39.4266584939682 40.5928232573197 36.8101494156163 35.9274379826895 33.892789793701 34.4694908578586 35.5095803974082 37.9898446956552 37.603930645612 41.4691017505805 35.425290401068 36.5268408160355 33.4626657635043 32.663415314385 31.1017362859375 34.206940816156 36.3215308047444 34.7221701510721 34.578021921446 31.5673787318491 32.958153771108 33.5096463723507 30.6243971369234 31.4570834630294 30.6401093340086 31.0859904136896 30.9615471189668 31.6522905964166 31.6522905964166 37.0098662521225 36.2790063259732 36.399377741934 35.8959217739286 37.3459676538177 28.7509182462056 32.0141796708896 33.0623592624604 28.3251849067221 33.2329836156792 33.2329836156792 29.2022773084566 29.366540484027 29.5833872299978
A6801 30.2479172836743 31.7080368361083 31.1731470981035 16.9582192461355 21.0771036909723 26.2822487622349 25.3559125254841 25.6589302193213 23.6697866488061 24.3259491078971 22.9727664855585 23.6482768928309 22.5509600682543 26.0834468581129 26.5025621402913 21.3554325641041 18.6981335966989 19.281211061549 17.2407192425374 14.4550025942578 17.4661415315461 17.4661415315461 22.1977273611512 24.4965834352466 17.418613607288 18.4030866976168 13.9911722167944 0 16.7882994969711 15.001489926004 16.5696952295448 28.4669264234831 31.7080116059017 31.8805128566025 30.4396107071033 30.1998278140787 28.9743628057633 32.0028404989307 33.7347802719982 34.5736069856762 34.5441934339188 34.0114671838778 32.8390879897722 31.9483865007296 30.670224974721 29.9015986194718 32.5364518655615 33.6504933099056 31.0693546762722 31.0693546762722 36.2998966940679 35.5744065305382 38.943105936738 40.1233273794684 35.8509804607907 35.5601082675517 32.848544868837 32.9303795908884 35.1378826909078 37.025104996475 36.4698409648301 40.4435421297393 34.8041161358826 35.9247185096836 33.4598281525772 32.6605082630384 30.1889433402363 32.5993021397698 35.7960570454345 34.1721114360819 34.0256329845603 29.7708330417541 31.2416868942764 33.2967430839714 30.3912882254109 30.809985394349 28.6539177077062 29.1302162710818 30.3038693898981 31.0092663570101 31.0092663570101 34.8342202438924 35.153139262376 35.2773525083729 34.7576480792357 35.616706753994 26.624161958642 28.9350030240192 32.3977298587416 26.7202881720987 30.8575776755078 30.8575776755078 28.5189007502042 28.6870772300003 28.9090210833919
