3.299069085333433682e-02 1.774013229277632969e-02 1.552250397277034170e-02 2.028937292885501023e-02
3.333333333333333287e-02 8.768730993786917963e-03 2.129892445378838567e-02 8.624727032304173660e-03
6.122448979591839022e-03 8.738061195220811830e-03 8.440379138403683937e-03 1.784285142399541502e-02
3.105649968749709181e-02 1.071924041924848109e-02 8.189805267614785889e-03 2.380126344103157890e-02
4.940474068717357059e-02 8.197040525637185743e-03 2.000774643370342373e-02 2.069889959501336821e-02
2.083333333333333565e-02 9.477899775232317275e-03 1.089465290875155264e-02 2.642624887622474494e-02
0.000000000000000000e+00 1.297011559058697597e-02 1.804501659121375209e-02 2.441143927233581021e-02
6.358623967921997466e-02 6.150583092042496286e-03 1.605720596681285001e-02 1.276026974550150545e-02
3.767961101736259921e-02 1.131008593797346376e-02 1.374756632797536487e-02 1.823970377297160633e-02
6.030226891555270918e-02 7.219016575293346789e-03 1.235210178481364017e-02 2.227045537615911230e-02
9.571310115353228246e-03 9.074404273844656477e-03 9.608751027416422008e-03 2.047198848815882238e-02
1.777777777777777776e-02 2.079998100219327545e-02 1.203199729229724978e-02 1.461128542461185079e-02
2.411881944713599804e-02 8.921570221593514566e-03 1.927194860813705515e-02 1.841735314253576186e-02
7.463869141440893085e-02 1.007409740295323389e-02 1.493069775298895216e-02 1.875211577102771365e-02
8.329931278350428958e-02 1.112734390600873466e-02 1.917596684923662115e-02 1.608647068082061371e-02
1.387778780781445676e-17 1.993420499081980171e-02 1.913112646970897140e-02 2.380952380952379085e-02
2.142857142857142530e-02 1.702820562791084250e-02 1.561348969997497331e-02 2.175184721219917267e-02
nan 1.986875981768463847e-02 2.394514698804656519e-02 2.206267153621849220e-02
3.055050463303893293e-02 1.343350914787228186e-02 1.738388468800065520e-02 2.238325492438713454e-02
2.581988897471611602e-02 1.337999523284166652e-02 1.048324656852100793e-02 1.753922098451366623e-02
6.666666666666666574e-02 1.599834378660752732e-02 3.362123055303980340e-02 1.726962651593831957e-02
6.579454761052849765e-02 1.340082466065410649e-02 1.720306717172381816e-02 2.596887976115610369e-02
2.386255408801214728e-02 8.854207402892919770e-03 1.742543638860539340e-02 2.423158096206920811e-02
