2.549724630285569657e-02 1.599007994573453315e-02 1.549725727028162386e-02 2.514749390504235349e-02
2.243818669639374708e-02 1.161456927911541995e-02 1.713393568109636972e-02 1.137956938328815726e-02
2.491133799129327531e-02 7.471462598814691304e-03 1.357203006185882764e-02 1.961361459677996716e-02
3.611111111111112854e-02 8.001343983211161096e-03 1.266933099749505826e-02 2.247735320930139766e-02
4.631382530304727768e-02 8.261574101531748981e-03 2.606214759359025759e-02 2.733333333333334142e-02
0.000000000000000000e+00 1.117090456944307662e-02 1.726992128966648235e-02 2.415302593380852861e-02
0.000000000000000000e+00 1.334202642458994295e-02 1.588921017142905234e-02 2.257685287444390065e-02
3.298428357510532760e-02 6.547065544255905450e-03 1.957540380742033709e-02 2.108102034061596144e-02
5.957669608202004891e-02 5.074930353551846719e-03 2.618590661717371329e-02 1.687062474904750878e-02
0.000000000000000000e+00 1.643094752247666740e-02 7.216130350319783018e-03 1.604106406108522787e-02
1.766403522951562680e-02 9.674404597100016295e-03 1.099196690981086091e-02 1.073604635969845414e-02
2.036700308869262427e-02 1.287671964903590663e-02 2.203363383820635193e-02 2.049059847394665151e-02
3.491183989847788938e-02 1.204198658111247516e-02 1.680771687639436365e-02 2.257137018515099208e-02
9.036642056316010474e-02 1.133366386918388015e-02 1.426811561653161010e-02 1.970497628767959100e-02
4.285714285714285060e-02 1.285114939211069035e-02 1.507688392981465161e-02 3.231707317073168745e-02
3.525058226889107860e-02 1.579930096650408039e-02 1.998280510839255120e-02 1.859583256168251264e-02
2.142857142857142530e-02 1.501388068177066278e-02 1.780250019188594698e-02 1.571168809699145102e-02
nan 1.651450245914642262e-02 3.032726303805285961e-02 2.096084805335261467e-02
1.999999999999999695e-02 1.986795839430817792e-02 1.200647167674564857e-02 1.859134745476118122e-02
2.211083193570266558e-02 1.072428386703810389e-02 2.062929892860934297e-02 1.344085962066238378e-02
6.666666666666667962e-02 1.568307457585938272e-02 2.200878037148963975e-02 1.680000000000000243e-02
2.749806661015982007e-02 1.522914644261455334e-02 8.920007947740444046e-03 2.087033750695759665e-02
1.958241748048911157e-02 1.407152436472670388e-02 1.770220482187332897e-02 2.075565470157124393e-02
3.330866937632455393e-02 1.104329274456923408e-02 1.567251978454988273e-02 9.057322526628898071e-03
2.869526204477457210e-02 1.011686160968760378e-02 2.218885340741013137e-02 1.927345689534985806e-02
1.639344262295081706e-02 6.783226796106006477e-03 1.683254144776245506e-02 2.122013518071249466e-02
9.433981132056601035e-03 1.845970294704164447e-02 9.973073139083563077e-03 1.213820780022449239e-02
1.909406539564933308e-02 8.580346738956998870e-03 1.180262066394760154e-02 1.713481457587077983e-02
3.846546290810359814e-02 1.306011763637376401e-02 1.191741126914837128e-02 2.040527189261186897e-02
1.580198515502014012e-02 1.498065365095881812e-02 2.078396517547880656e-02 2.286457438279915905e-02
5.049185755644686885e-02 7.587964353248953520e-03 2.182597458199934948e-02 1.497266113032144283e-02
2.601255259604454140e-02 7.383072495720006782e-03 1.974418941673335495e-02 2.632401187334546325e-02
4.230769230769231004e-02 1.492423971765573579e-02 3.040953133588658597e-02 3.324993036693860843e-02
1.527809214504794594e-02 1.346420173952704233e-02 3.741657386773941663e-02 5.443310539518173702e-02
5.367388961676615444e-02 6.150341685649201619e-03 1.381926995981416773e-02 1.436873438367508582e-02
3.431181060833458918e-02 7.117520203496354760e-03 1.366958948674828339e-02 2.187090849560601596e-02
1.124797959703571770e-02 1.072449063401260776e-02 2.768374357554298157e-02 3.571428571428571230e-02
1.588990240595296310e-02 8.507712313305049179e-03 2.522489193947339420e-02 2.844946625852334474e-02
2.071217233513270375e-02 5.976195244391840217e-03 1.529260512681030262e-02 4.321102447782748657e-02
2.328767123287672422e-02 1.030115047168886702e-02 1.496411246928358064e-02 1.748425959815166908e-02
2.367139877657504360e-02 1.566762522372898078e-02 1.872165353081011591e-02 4.981598792617912552e-02
3.078884774971845165e-02 1.265767315589493881e-02 1.677715655822982141e-02 2.674021996334384130e-02
1.755352564145361630e-02 6.573258007650518465e-03 3.470927437747223926e-02 2.477067943219372903e-02
nan 1.672008914824391762e-02 2.547764880497351697e-02 1.441753848446496004e-02
5.625000000000000139e-02 1.390425856859621792e-02 4.324183121790969170e-02 2.205665080821081481e-02
2.931730090290381868e-02 1.441257360049870602e-02 2.191780821917807542e-02 3.672229073283896778e-02
4.155135821061444606e-02 9.200264168337081785e-03 1.791433415545941668e-02 1.199999999999998811e-02
1.247664484814192502e-02 1.240867590448693769e-02 2.819683897877671083e-02 1.499999999999999944e-02
3.243361702736800162e-02 5.636784312588421879e-03 1.644439011150767779e-02 2.147453272030747096e-02
5.649326828660320571e-02 1.246734364247489152e-02 2.566206015529972836e-02 1.343770496925067101e-02
3.322208284918307108e-02 1.290411706298103325e-02 2.604264572817503384e-02 1.041402558077141396e-02
1.916252538063673710e-02 9.973703233506292856e-03 1.756014115879500279e-02 2.867087230738580780e-02
2.047118923315794856e-02 1.077733567288244147e-02 1.476404956175474299e-02 2.722667549664210471e-02
1.992825673928020139e-02 7.242846906374075452e-03 2.004956060440206411e-02 1.779088762581823233e-02
