6.536965741863690060e-02 3.258941029544069196e-02 6.385936746416816245e-02 4.412613040609139614e-02
6.236095644623235873e-02 8.426873494561667316e-03 8.587419604515136515e-03 1.429682432179143169e-02
2.805658588748473348e-02 7.908376474984504800e-03 1.575436447464637416e-02 1.359490450762448899e-02
4.479032082388085395e-02 1.198008589624423650e-02 7.860705684508745641e-03 6.393039857535662285e-02
7.337993857053427826e-02 1.590510716071079009e-02 8.381596637281148177e-02 6.383659695747503915e-02
3.461093276215864573e-02 7.669054246294911351e-03 1.035829324595353117e-02 2.210920503697655012e-02
0.000000000000000000e+00 6.027902047425593747e-03 1.671465601639793644e-02 5.873218357727815614e-02
8.055555555555554692e-02 1.009692822482766844e-02 1.579657261739026569e-02 1.640883135519876496e-02
7.500000000000001110e-02 1.025960339292906510e-02 5.980685492498799549e-02 1.453443460103857193e-02
6.030226891555272306e-02 1.486235124056582875e-02 1.786494575157567335e-02 7.988926494466293271e-02
2.053700824080745280e-02 5.953571309547612753e-03 9.513084265479735194e-03 1.238020673539460756e-02
2.393406580948668344e-02 1.102279247171166800e-02 1.977995268118778668e-02 1.881566652305521545e-02
1.578947368421052336e-02 1.558492363906359077e-02 8.282261073153621145e-03 1.209735199044178165e-02
4.401949866792872340e-02 1.537358457697118007e-02 2.770075564841724056e-02 4.576726103593344724e-02
5.578749768504753098e-02 1.209904399254700148e-02 8.331528031081261720e-02 7.308175484439484448e-02
6.007884366082041905e-02 1.230334379225191295e-02 4.232020793899766292e-02 3.757079485252261264e-02
4.285714285714285754e-02 1.512222499579807602e-02 1.606115561277252773e-02 5.174505793221380323e-02
nan 1.414783428215091003e-02 6.944354453044092323e-02 4.275461366036784061e-02
6.289320754704402772e-02 1.285536156500783830e-02 4.093587936656124804e-02 6.343691688790072114e-02
3.415650255319866574e-02 2.398123486497465845e-02 3.112284929306645756e-02 2.785624672019961293e-02
5.692750425533110725e-02 3.283944598309183893e-02 1.512366843621580810e-02 2.690724809414741722e-02
5.977272645594574468e-02 1.405181986413937822e-02 4.716685297841333169e-02 4.752273659867620875e-02
1.022272626217707869e-01 1.156573677438175671e-02 7.867831834614778808e-02 1.818963597762640605e-02
8.730430356012436333e-02 1.984953063516797095e-02 1.482752030235995853e-02 8.604945117917754682e-03
1.066729761970206108e-01 1.096481840709131669e-02 1.929682496075857054e-02 7.264831572567789775e-02
3.040530654260886062e-02 8.705443332588609640e-03 8.823529411764702290e-03 1.499663963064773800e-02
3.949683531626298899e-02 1.292375780296683291e-02 3.585022760678403808e-02 2.738002915591592618e-02
3.097097655691355422e-02 9.273865610234903467e-03 1.663555942507660354e-02 3.242100039900285696e-02
2.286830084797445914e-02 1.624877210117693302e-02 1.608772248687845990e-02 1.590740876614876384e-02
1.034482758620689467e-02 1.299598618307416104e-02 1.581918292211931948e-02 2.268180107257670303e-02
4.387571131850143136e-02 2.178874775792353016e-02 1.631908636288771988e-02 1.687201322069703177e-02
6.841815101586530556e-02 1.141997319273083816e-02 1.273912854376942419e-02 6.520795628086245577e-02
4.638475003878343716e-02 1.520351474942747798e-02 3.872288827534889344e-02 3.980609207708243197e-02
5.731120717700078498e-02 3.751717249559353984e-02 5.099019513592785435e-02 9.999999999999999167e-02
4.736842105263157354e-02 7.229825758497450232e-03 1.165811620947908647e-02 9.872176445108942627e-03
3.260932467187193512e-02 6.838871480668517848e-03 3.644624270421666784e-02 7.495366435186240350e-02
1.487751359365770132e-02 1.023449309293020422e-02 7.931687407338466889e-02 3.928571428571428492e-02
3.052243213329102964e-02 7.687271073746173959e-03 1.395871461585316414e-02 4.570794267821638723e-02
1.045603998602478157e-01 9.952722550813171767e-03 1.448090498419259478e-02 4.898711070395590089e-02
4.054424270396915497e-02 1.084310390246640173e-02 1.173137232037457268e-02 7.028780663378719762e-02
5.605533696059356030e-02 1.137901760205604906e-02 8.719535613620876813e-02 5.540205551332947481e-02
7.925050431693535236e-02 1.598331223016922695e-02 6.231286301271230649e-02 5.329801606396050717e-02
1.447484292160950044e-02 1.516460274784221449e-02 8.633223290214277201e-02 4.649905549752772482e-02
nan 1.370540654599035520e-02 2.521734977383233850e-02 2.350630137958309093e-02
7.288689868556624818e-02 1.142590316348414403e-02 4.554953287499571152e-02 5.367388961676615444e-02
5.285251583181320434e-02 1.147388715759355658e-02 3.904109589041097894e-02 4.752550102003861437e-02
5.240550791098408379e-02 8.418359556023252005e-03 4.891334211395206161e-02 5.684493767060977421e-02
1.025237099948647645e-02 9.638824036425498731e-03 5.111111111111111410e-02 2.000000000000000042e-02
6.389710663783135236e-02 1.270971583921497693e-02 9.979163522624125496e-03 2.714373265087581533e-02
5.163685574260254429e-02 1.193452620118407893e-02 1.348106074570481691e-02 3.657508627163615078e-02
8.314917872434025858e-02 7.199065320786886789e-03 1.117146836070024782e-02 2.965599281918506261e-02
1.819661992912969400e-02 9.742670473520844213e-03 1.785887701990221399e-02 1.003719232738729122e-02
6.405228758169935477e-02 1.623388908329691238e-02 1.198873587992340013e-02 1.569598865415210501e-02
1.587474026471684743e-02 9.201411474848061531e-03 1.341626894948870496e-02 1.724353772038211829e-02
9.165151389911681268e-02 5.510494866147548632e-02 3.509704712150053807e-02 3.335926892546098310e-02
nan 4.556646703291093725e-02 5.293407395246804009e-02 5.458306366812919891e-02
4.252009498470870480e-02 1.062330286719151765e-02 5.440938086174550159e-02 6.811108374668127519e-02
8.991345319663762714e-02 2.447179734194225922e-02 9.992978491952488052e-02 9.642857142857144681e-02
3.299814641705260676e-02 9.591336167206702262e-03 2.293627008053185021e-02 2.249362993324919777e-02
8.736782070461958372e-02 2.843368280647686971e-02 7.563786806815522845e-02 5.253708862871719204e-02
1.178352819821175401e-02 9.545653601239883698e-03 5.053795876568897144e-02 6.882098607982888028e-02
1.309224992132236934e-02 1.374335919648641928e-02 2.500000000000000139e-02 3.273268353539885572e-02
8.858608244686301536e-02 7.804539497157314543e-03 1.690969478665354728e-02 2.250354754660049278e-02
9.460071976078632261e-02 2.331288343558281587e-02 2.464538742631637927e-02 7.212381626099105547e-02
2.746740180405801007e-02 8.782965665930743057e-03 9.896928253669399003e-03 7.085244504896087703e-02
5.503198789947899572e-02 9.819017925763213681e-03 1.300784963970351427e-02 2.013245598787349530e-02
1.046746871189820627e-01 1.198892864811700910e-02 1.335098594582592550e-02 2.362661217683971471e-02
6.956521739130434867e-02 1.054933778037244266e-02 3.667134452566154362e-02 4.748327830994775178e-02
7.479717946256767003e-02 1.472320862102808464e-02 1.324538807170386190e-02 1.834247767902895399e-02
5.127892531813738053e-02 1.129918969094537325e-02 1.560924340895750162e-02 5.311806269164103672e-02
5.608761841901219181e-02 1.341070239679899648e-02 4.013611483031855054e-02 6.173526223764094073e-02
5.684502453986359921e-02 9.404736618311416302e-03 1.394351059107088071e-02 5.136543881344993179e-02
9.888264649460884459e-02 8.826207186001581301e-03 4.089122172164692121e-02 2.643793670166831242e-02
4.127434346626761286e-02 1.875661693992339632e-02 3.941707632064885003e-02 3.263736246748184106e-02
2.820761845086110220e-02 7.918115475992026919e-03 2.392682371008826928e-02 5.182123117024527159e-02
8.675926907937514532e-02 1.040466795301941277e-02 6.293414539956326825e-02 9.270944570168700161e-02
5.355522253418325274e-02 8.878328445531623314e-03 6.971022572717903987e-02 3.673469387755102372e-02
3.080409975934163269e-02 1.386550547362733372e-02 6.951385420134555126e-02 2.068965517241379282e-02
4.311402687994398547e-02 1.220900032755301359e-02 9.516463758421282726e-02 4.971574528052643410e-02
7.783529619223744644e-02 1.653724723554099788e-02 2.589505620499901739e-02 2.499999999999999792e-02
7.518680539687074005e-02 1.743035961781205442e-02 6.385244698698629151e-02 4.898979485566356401e-02
5.915760366217213961e-02 1.556805508046537993e-02 4.318663825122020378e-02 6.457628064504701559e-02
6.646437452461269324e-02 8.633827577380572341e-03 1.499999999999999944e-02 0.000000000000000000e+00
5.626167384227869633e-02 8.458116587016719853e-03 3.703647332992428265e-02 8.598067671097249509e-02
1.670575206589294120e-02 1.521481985170368770e-02 2.429022082018927886e-02 5.184631132728432373e-02
3.611111111111110772e-02 1.620997448820021836e-02 6.138481468151151671e-02 3.257889703749279608e-02
